adm1_name,year_month,value,indicator,date,country
Kajiado,2005-02,2,conflict_events,2005-02-01,Kenya
Kajiado,2005-05,2,conflict_events,2005-05-01,Kenya
Kajiado,2008-02,1,conflict_events,2008-02-01,Kenya
Kajiado,2008-11,1,conflict_events,2008-11-01,Kenya
Kajiado,2009-05,1,conflict_events,2009-05-01,Kenya
Kajiado,2009-09,1,conflict_events,2009-09-01,Kenya
Kajiado,2009-11,2,conflict_events,2009-11-01,Kenya
Kajiado,2009-12,3,conflict_events,2009-12-01,Kenya
Kajiado,2010-06,1,conflict_events,2010-06-01,Kenya
Kajiado,2011-03,1,conflict_events,2011-03-01,Kenya
Kajiado,2011-05,2,conflict_events,2011-05-01,Kenya
Kajiado,2013-02,2,conflict_events,2013-02-01,Kenya
Kajiado,2013-03,1,conflict_events,2013-03-01,Kenya
Kajiado,2013-04,1,conflict_events,2013-04-01,Kenya
Kajiado,2013-10,1,conflict_events,2013-10-01,Kenya
Kajiado,2014-06,1,conflict_events,2014-06-01,Kenya
Kajiado,2014-08,1,conflict_events,2014-08-01,Kenya
Kajiado,2015-01,1,conflict_events,2015-01-01,Kenya
Kajiado,2015-11,1,conflict_events,2015-11-01,Kenya
Kajiado,2017-04,1,conflict_events,2017-04-01,Kenya
Kajiado,2019-02,1,conflict_events,2019-02-01,Kenya
Kajiado,2019-03,1,conflict_events,2019-03-01,Kenya
Kajiado,2019-06,1,conflict_events,2019-06-01,Kenya
Kajiado,2019-12,1,conflict_events,2019-12-01,Kenya
Kajiado,2020-07,1,conflict_events,2020-07-01,Kenya
Kajiado,2021-05,3,conflict_events,2021-05-01,Kenya
Kajiado,2021-08,2,conflict_events,2021-08-01,Kenya
